id,data_id,text,rating
213849,42,Easy to install and fixed my stove with minimal cost.,5
652547,42,"Fit our old range perfectly and really made it look great, would definitely buy them again!",5
616053,42,"It really hides the gaps between stove and countertops and helps keep crumbs,etc. from falling in between!!",5
665156,42,"First Filter tasted good, the 2nd filter, not so.  Quality control issue?",3
493686,42,"The skinny part that goes into the vent, once you turn the vacuum on it sucks itself flat/closed. If you have the dryer vent on the top of your dryer I wouldn’t buy this. Easy to put together and has great suction but once it touches the side of the dryer it closes the opening and you have to start all over. I didn’t get anything out of the dryer vent on the dryer because of that.",1
38087,42,"I'm not sure where all the 5-star reviews are coming from, but these did absolutely nothing to reduce the vibrations we feel and hear in the house when the washing machine is on. Yes, they are easy to install and only add about one centimeter to the machine height, but they didn't help at all.<br /><br />I can't recommended these to anyone.",1
86248,42,"My first time making Vietnamese coffee and, with the straightforward instructions, it came out really well.  It's a lovely little set that's made well and should last a long time.",5
314804,42,"I used this induction cooktop the second day it arrived. It is very much compatible with the current hotpot pan I have. There is no need to set up anything -- just plug in and it is ready to use. I used to use a gas cooktop, which is definitely not as safe as this induction cooktop. Also, it has two cooking spots, I am looking forward to using both at the same time when I have visitors. I am happy with the product so far.",5
321927,42,"On the surface this product does exactly what it the description says. However, the filter adds a faint plastic odor to the water. We hoped that this would go away after a few days of usage but it never did and I am tired of my family complaining. Isn't a water filter suppose to remove any odor from the water?<br /><br />I have used OEM filters in this fridge and everything is OK. I contacted the vendor as he advertises a 6 month satisfaction warranty but did not get any response.",1
339947,42,The product was as described and a very good value. I would definitely recommend to others.,5
256333,42,"Like many, I bought this because I live in an apartment with no washer or dryer. Overall, I like it for what it is. However, potential buyers need to keep in mind that they aren't purchasing a fancy washer/dryer- this really can't take the place of a proper set up. For perspective, I use this to wash items that cant wait for me to get to the laundromat and baby clothes.<br /><br />Here are some things to keep in mind with this item, and honestly others like it (as I don't think it's a brand/quality issue so much as a limitation of this product in general type scenario):<br /><br />1. To drain the water after rinsing, the hose uses gravity. This means the drain needs at the base or below the washing machine to work. Don't attempt to pick this machine up while full of water. To deal with this, I put this machine in my bathtub while in use.<br /><br />2. These aren't sturdy items. It is best to have it on the ground rather than on some sort of cart to drain into a sink, if you're thinking of trying that. They also become unbalanced quite easily.<br /><br />3. The user cannot do a large load or put heavy items in the washer. I can probably fit 1 pair of denim pants in the rinse portion, but they will not fit in the spin cycle, at least not without the washer trying  rocket itself off to space. Best to skip the spin cycle for heavier garments all together and just hang dry.<br /><br />4. The spin cycle gets off balance easily. Make sure to evenly lay out clothes in the drum to get the best results. Also, you will need multiple spin cycles to get through all the clothes in the rinse cycle, as it is much smaller.<br /><br />5. Be prepared to use a LOT of water. You will need to use multiple rinses to get all the soap out. This take some trial and error to get the right balance. Also, side note, much easier to fill the rinse basin using the shower head than the provided tube.<br /><br />6. Lint! Invest in a lint roller. Or several. Once your clothes are dry they will need a good rub down with one of these.",4
218952,42,"Great product, great value easy to use, great price.",5
592964,42,"I had been wanting this type of cooktop for about a year before I got it.  To me the worst part about cooking  is cleaning the stove. Even a regular glass cooktop could be hard if you dropped something on the burner and it baked on or under the knobs.  This induction cooktop is a breeze and I will never go back. The only thing that I was surprised about is that the top does get warm, but it won't burn you. I thought it didn't get hot or even warm, but I can live with warm.  Nothing get baked on on though.",5
250484,42,"These were the parts I needed for my washer, and it's running much better now.  I mostly appreciate how I found the best prices on Amazon, and everything was packed safely and delivered as promised.",5
496496,42,It was easy to find the correct replacement part. Ordering and delivery were timely. The bin is sturdy and was easy to install,5
254019,42,Exactly what was need to fix my dryer!!,5
49993,42,"I just received this machine today, less than 48 hours after ordering it, which I was ecstatic about! Delivery was supposed to take 7-10 days even through Amazon as this wasn’t a Prime product. I’m VERY impressed with delivery! Machine itself is a bit smaller than expected but I think it will suit my needs. I’ll give my final product review in a few days. Well packaged! Update: Pros: Very good at getting clothes cleaned, better than expected! Was able to get more clothes in it than anticipated. Spin dry is excellent just don’t overload it. Was able to use a tad of softener & a very minimal (1/5 tsp of Downy Unstoppables). Cons: You need to reload (refill) clean water after washing to completely rinse clothes adequately (used gentle cycle for this). No instructions on how much water needs to be added to spin cycle. Came with no lint trap but I used disinfectant wipes after each use which basically caught any lint or fuzzies. Can tangle clothes if you do not put enough water in it (rinsing) - learning curve using it. Overall I’m very happy with this purchase! I wish now I’d purchased the biggest unit they offer. Advise: Put in shower & use handheld shower nozzle to insert water into machine which allows water to drain into shower drain. Since this is a gravity drain unit, I used 5” tall sturdy chair risers (4” wide - Amazon) and placed unit on these which worked out great both in draining & maintaining condition of unit.",5
178691,42,Great product. Held up fine and did the job.,5
64316,42,"PERFECT!  BEST PRICE, EXCELLENT PACKAGING AND DELIVERY.  ALL SCREWS AND INSTRUCTIONS WERE INCLUDED, AND IT TOOK JUST A FEW MINUTES TO INSTALL.",5
203806,42,Machine works great! But throw away the water hose that is supplied with machine the end are not correct for any American hose thread. Just buy a washing machine hose from Home Depot.,5
257820,42,WORKED  GREAT  FOR MY OXYGEN MACHINE,5
297140,42,"Not much to say, it lets you use your own coffee grounds in your Keurig Vue coffee maker. Just shy of a year after purchase and it still works like new.",5
399056,42,Nice heavy duty  for making my Greek coffee and a great price! Really fast service too!,5
576695,42,"I bought this WM3997HWA used for 400 and have no complaints at all.<br />I installed it without a hot water line and still get great results.<br />The machine has 2 or 3 cycles where it will heat up the water itself.<br />Some complain about it not drying, maybe because I am in AZ dry climate.. it works fine for me.<br />Keep the drain hose low to the floor and keep the door seal clean of lint are a couple of suggestions if you have drying issues.<br />Also try stopping the machine in the middle of the dry cycle and dry off the inner door areas or maybe throw in a dry towel.<br />I also can go way past the dry 'fill line'. I have stuffed blankets in there and still no drying issues.<br />I also bought the smaller 2.x sq feet model for a rental and also no complaints.<br />It would be nice if there was a lint trap rather than having to clean the door seal, but its not that big of a deal.<br />If you are short on space, no 220v line for a dryer, no exhaust to outside, or no hot water line, these machines are especially what you need.<br />Even if you have all the conventional hookups, I'd still recommend it. it also seems they clean much better than my LG top loader (that I also put in another rental unit). There are some video's online that explain how to open the machine up (I guess after several years of usage) to clean out lint from the lint duct and condensing area. So far I have no need to do that. Highly recommended.",5
450936,42,It was for the cap of my refrigerator filter. It fit perfect and is durable.,5
604200,42,No issues. Working fine. Great taste through the filter.,5
207329,42,I wanted to be a little bit more eco friendly. I purchased the GoodCups and I love them! I normally put 4 heaping spoonfuls into the GoodCups. That give me the flavor I want!,5
441000,42,Works great fit my dryer as stated,5
103526,42,it worked but it leaves a residue at the bottom of the cup everytime,3
422348,42,"This is a great back up ice maker. I don’t like how it doesn’t keep ice frozen, though. Once it makes the ice, use it right then or it will melt.",3
643675,42,This product was exactly the item needed for my washing machine. It began to leak water from the door when washing and this fixed the problem.,5
436064,42,"I didn’t know I needed this product until I saw it. At first I thought it was a bust as I could not find a spot to stick it. Then I did and it was magic. Typically I just keep the door open to the washing machine, but this allows me to keep it somewhat closed and not block the hallway. The only issue I had with this product was that the magnet to one side has come off because my dog got to it, it still works though because there’s magnets on both sides and you only need the magnet on one side to keep the door propped open. It’s likely I’ll buy more of this item to keep in reserve. The last and hardest part seems to be getting my family to use it when they are finished with the washer. Ha ha ha!",5
667247,42,The bearings were smaller than the shaft. Had to turn down the shaft.,3
428909,42,"Love it! Easy to install, sturdy and not crazy noisy like some I have heard. Arrived on time and in pristine condition.",4
646418,42,It's a solid little machine that I bought on Warehouse Deals... It looked great until I lifted the glass door. It came off. The left hinge was broken... It still works but not saleable if I want to sell it.,3
604268,42,Happy to finally get a new one in so don't have to get out the ice cube trays!,5
371783,42,"I can't attest to the longevity because we haven't had it very long, but for the last month we've made a lot of ice. It's working great, and I've been so happy to ditch the ice trays.",5
694526,42,Original was probably over thirty year old and yellow. This replacement saved us from having to replace the whole unit. Glad it was still available.,5
308857,42,made and fits perfect for my fridge....,5
586693,42,Bought this to replace the ice maker’s original tray.  It was a perfect match and was installed in 5 mins.,5
107042,42,"[[VIDEOID:9a4388adda8872e1c8c6804985b9368e]] Maytag bravos xl commercial technology dryer.  Easy replacement.<br /><br />Note, there are two ways. From front or from back.  From back is much easier.  Replace this from back first and most times the squeal goes away. If it doesn’t, you need to replace rollers. That’s from front but much bigger job.<br /><br />I’m an absolute newbie and it took me 30 mins with my 4yo “helping”.",5
177946,42,It looks so much better that the egg cartons in the fridge!,5
490992,42,These are the fix for that grinding agitator. easy to install like all of 10 min to do so.,5
551697,42,"We replaced our dishwasher and counters a few years ago and never had the dishwasher re-secured. My husband is not very handy and didn't think this was the correct bracket. My brother usually installs things around my house for me, so I asked him to swing by to check this out for me.<br /><br />The instructions mentioned something that you squirt onto the bracket (forgive me for my lack of proper terminology). A previous reviewer said that was to help with the noise when the dishwasher is running. We didn't put anything on the bracket and it doesn't make any noise when running. This was a super easy install for my brother and took less than minutes! Highly recommend.",5
484260,42,I returned this item because we did not need the 5 gallons at one time you need a lot of room in your refrigerator to hold it,5
337533,42,"So surprised with this,  A true work horse.  Ice last a long time and what melts goes back through cycle.  Love it.",5
80890,42,"First, I'm a huge fan of Solo Stove's wood-burning stove products and companion stainless steel pots. So I figured I'd go with the Solo-branded alcohol burner to go with my Solo Stove Lite. The first time I attempted to rotate the simmer plate (to an open position) it broke off. On top of that, the overall construction of the burner is on the light side (nice for backpacking I guess...but I was concerned about durability). This burner is made in China (unlike the Solo Stove flagship products) and, candidly, just seemed cheaply built. I returned the broken unit to Amazon and purchased a Trangia burner as a replacement. The Trangia burner is everything I'd wished the Solo-branded burner would have been. It's built of heavier brass, solid, starts and &#34;blooms&#34; quickly and easily, and the simmer ring works as expected. Also, the Swedish-built Trangia burner was $5 less than the Chinese-built Solo burner. No down side.",2
79171,42,Initially when mine broke I took the door apart to swap the other one over. Realized then that they can be swapped easily without dismantling the door. When the new one arrived I swapped it out with no problems.,5
33058,42,Works OK  I prefer to go back to the Nut Bean Bag which works as good if not better for coffee.  I’m sure it is great for fruits.,4
372438,42,"It works great. But the plug came damaged. When we took it out of the box the grounding wire was bent and then broke off. We can still use it, and it was too much of a hassle to put it back in the box and ship it back.",4
391939,42,"I like to use the original product when possible.<br />This works as should, easy to install.<br />  I don't replace that often that i need to worry about saving a few pennies.",5
329181,42,It is just as good or even better than GE OEM filter in certain aspect in my opinion at much more reasonable price point for a water filter. Another point I really like is how much water flow is better than the GE filter.  Some people might say filter is doing so no much work filtering pollutants but incoming city water quality in the area where I live is clean as it comes so it is not an issue for me to begin with.<br /><br />I will definitely recommend and use this filter going forward.,5
318418,42,"This filter fits great, lasts through the expected lifespan of a refrigerator water filter (6 months) and the water coming out tastes great. The main advantage of this filter is the cost savings. Overall I can’t think of a way to improve this basic but essential item in my house. I would recommend it to anyone, just make sure you order the correct version to fit your fridge.",5
492904,42,This item arrived quickly and fixed my dryer! Very thankful I didn't have to buy a new one. It's been working perfectly for over a month now.,5
532184,42,Product worked for a month and then failed,1
343977,42,"Dryer Duct Cleaning kit worked great, cleaned out more lint that I ever expected.  Dryer is now drying properly (was taking forever to dry before this).  One tip from another user: Run this from outside the house, then hook up a leaf blower inside the house and blow all the lint out.  Kept the laundry room clean, very effective at removing the now loosened lint.<br />Highly recommend, and should be done once a year to avoid fire danger of lint overheating in dryer duct.",5
127018,42,"hey, they're coffee maker water filters...they fit, they filter.  what more could you want?",4
533442,42,"You won’t regret it! It’s amazing, and a lifesaver for washing baby bottles!",5
257881,42,I have gone thru 2 OEM door locks and one new one that did not work at all unless the door was slammed 5 times. The OEM one I changed also needed the door slammed to work. This new one does not require any extra effort with the door for it to work; just lightly close the door and it works. I thought slamming the door on my washer was just standard practice. Nice to have a latch does not require the door to be slammed and no more door open codes.,5
6574,42,"Burner coils won’t lay flat on the drip pans, making it hard to cook food evenly with lopsided cooking pans",2
348275,42,These look very nice but feel pretty light. They tend to slide around on the surface of the stove. But again look good in my white and black kitchen. I previously had individual covers and I thought these would give me more work space.,3
340611,42,Dose not work with my machine,2
20256,42,"All the Bunn coffee makers I haste gone through, I never  realized their filters were taller. Makes a difference !",5
586627,42,"Our coffee pot broke, and I needed a quick, VERY CHEAP fix for 9ur hectic mornings. I actually prefer this to a standard coffee pot not. It allows for a richer flavor and better control over every single cup. We love it!!!",5
288291,42,"I just got this today, took it out of the package, and the gold is flaking off. Is it real gold? Is it dangerous? I was so looking forward to using this and I'm so disappointed. It was on sale so it is not worth the postage to return it. Now I have to spend time and money finding something else. Buyer beware.",1
396842,42,Perfect replacement filter for my Maytag fridge. Price was great,5
276196,42,Bought to replace mine upon move out. They were largest and didn't sit r right in the holes. Be sure to take measurements!!!,3
215352,42,"I loved the ease of storing and then using the mat.  Unfortunately I only got to use it for 3 days!  My son bumped the burner knob accidentally turning the burner on while no one was around.  Luckily he got to it before it actually caught fire and pulled it off, but it burned a hole the size of the burner, and what was burned was stuck to the burner until the burner cooled off.  The smell of that thing burning is something I don’t think I’ll ever forget, and it took DAYS to get the smoke and smell out of the house!  I would buy it again in a heartbeat, but now I’m scared to use it! Lol!",5
160407,42,"I like that this is natural, but the weave is so tight I couldn’t squeeze out my nut milk or oat milk through it.",3
546096,42,Received item within 48 hours and  it is a perfect fit at an affordable price.  The last water inlet lasted ten years so time will tell.,5
218052,42,"Just received them and so far they seem pretty accurate.  After removing from the package it only took a few minutes for them the adjust to the ambient room temp and humidity.  They are rather tiny, but the numbers are large and can be easily read.  The humidity on both have matched each other or been within 1 degree.  The temp is within a couple tenths of a degree of each other and sometimes both match exactly.  This gives me confidence that they are calibrated accurately.  I bought them to use in a hard case to store camera equipment.  Hope this helps.",5
324817,42,"2 of my knobs broke on my 20 year old whirlpool range, ordered these because I figured if 2 broke in a short time period, the other 2 would probably break also.  They fit and work perfectly.  I was slightly disappointed that they fit and work, I was looking forward to replacing that stove.",5
240189,42,Works perfectly w my Samsung oven,5
95977,42,I have purchased this calendar for many years to hang in the laundry room as a visual reminder of important dates and activities.  Love the design and size of the blocks for asking notes.,5
181394,42,Worked like the original. Easy to install. DIY.,5
380276,42,Works good as far as I can tell. Fit perfectly into out fridge.,5
555005,42,Paid close attention to the descriptions of the various filters on Amazon to make sure it matched my LG frig.  Found this Aqua Crest at a good price and saw that it would fit an LG LT1000P.  Once received I tried to insert the filter multiple times but it would not fit.  My wife also tried without success.  Hoping to return filter and get my money back.,1
345009,42,When I replaced my stove couldn't believe the mess between counter top and stove. This helps and looks nice,5
282153,42,"Bought this to make ice for my new fridge/freezer which doesn't have an ice maker (no water hookups), and has been working flawlessly.  Doesn't keep the ice frozen so the output basket needs to be emptied into a bin in a freezer, but that's exactly what I wanted.",5
106263,42,"If the power goes out for only a few seconds, then the Refrigerator's compressor needs to rest a couple minutes before restarting. Otherwise damage could occur when system pressure is high but the compressor speed is zero. I've seen this unit work perfectly when a blown transformer cut power then it quickly came back on. The circuit remained open, an internal timer kicked in, then its breaker closed automatically two minutes later to restore power at the refrigerator.",5
666875,42,"They repel spatter and resist burned on food.  Trimming them around the burners is a pain, and if they get touched by a flame, the teflon burns away from the fiberglass mesh.  This leaves holes where food can stick to the pans underneath.",3
348853,42,"This little scoop takes the guesswork out of filling your pod. Within a few cups, you get what amount is just right for your perfect cup of coffee.<br />After filling my pod, I turn the scoop over again and press the grounds into the pod (slightly) which seems to slow the water down and make for a richer cup of coffee.  I am happy with my purchase and would recommend it to others.",5
292837,42,Hmmm they filter the water. They fit our Kenmore Elite,5
333998,42,"Not sure if it filtered like my original filters, but the water tastes good.",5
154488,42,"great product, very easy to install, just 1/3 of the money for the original filter.",5
37358,42,Did not fit. I had to return to Amazon.,1
569580,42,"The foils work great and what I'll use moving forward. It was hit or miss with the hard plastic cap, the machine kept giving an error. As soon as I put the silicone cap on it worked fine. Because of the thickness of the silicone, it seemed a bit more difficult to get the fill level right on the capsule.<br /><br />Now for the tip...One thing I found that isn't mentioned is that the green funnel also makes for a handy tool to seal the foil lid. Just put the capsule in the black holder, the foil sits right on top and fits perfectly within the ""outer"" ring of the black holder, then press down with the green funnel and twist back and forth a bit while pushing down. UPDATE: I found that while this works, a quick press around the edge with the brush handle gets a much better seal - so my revised process is a quick press and turn of the green part keeps the foil in place and then a quick press with the brush handle to finish. Doing it this way, the process of filling a capsule only took about 30 seconds from grinding to popping it in the machine.<br /><br />Being able to use paper filters is also nice to filter out cafestol (elevates cholesterol) if that's a concern for heavy coffee drinkers.",5
531347,42,Great for our corn hole games!!!  Festive colors.,5
244211,42,"This was my first time not paying $50 for the LG replacement filter, and I'm glad I did. It is exactly as described, and the water tastes great.  Quick delivery and great customer service with a nice follow up email.",5
301262,42,"It went on just fine and everything seams perfect (aargh, arrgh, arrgh).",5
